Number;Age;Language;CulturalProfile;Gender;Province;Income;Favoured_Product;JoinYear;Overdue;CurrentMOP;ClusterGroup
7306;32;English;2;Male;EC;B;Product1;2007;0;Debit;4
7316;32;English;3;Male;EC;B;Product1;2006;0;Cash;4
7317;32;English;3;Male;EC;G;Product1;2008;0;Debit;4
7330;32;English;2;Male;EC;;Product3;2011;1;Cash;6
7424;32;English;2;Female;EC;;Product3;2013;1;Cash;6
7463;32;English;2;Female;EC;;Product6;2013;1;Cash;6
7479;32;English;3;Female;EC;;Product3;2013;0;Cash;6
7524;32;English;3;Female;EC;F;Product3;2009;0;Debit;5
7528;32;English;2;Female;EC;A;Product3;2013;1;Cash;6
7540;32;English;3;Male;EC;F;Product3;2013;0;Cash;2
7569;32;English;3;Male;EC;B;Product1;2006;0;Debit;4
7576;32;English;3;Male;EC;D;Product1;2007;0;Debit;4
7592;32;English;2;Female;EC;C;Product1;2007;1;Cash;2
7603;32;English;2;Female;EC;C;Product3;2012;0;Cash;2
7612;32;English;2;Female;EC;;Product3;2013;0;Cash;6
7643;32;English;3;Male;EC;C;Product3;2012;1;Cash;6
7660;32;English;3;Male;EC;;Product3;2013;1;Cash;6
7684;32;English;3;Male;EC;I;Product1;2011;1;Cash;2
7698;32;English;3;Female;EC;;Product3;2010;1;Cash;6
7740;32;English;2;Male;EC;I;Product3;2010;0;Debit;2
7753;32;English;2;Female;EC;;Product3;2013;0;Cash;6
7770;32;English;2;Male;EC;;Product3;2013;0;Cash;6
7817;32;English;3;Male;EC;G;Product3;2004;1;Debit;5
7819;32;English;2;Female;EC;H;Product6;2012;0;Cash;2
7824;32;English;3;Female;EC;E;Product3;2012;0;Debit;5
7861;32;Afrikaans;3;Male;EC;C;Product1;2009;0;Cash;1
7874;32;English;2;Female;EC;;Product3;2013;1;Cash;6
7882;32;English;2;Male;EC;G;Product3;2011;1;Cash;2
7883;32;English;3;Male;EC;A;Product1;2011;1;Cash;4
7885;32;English;3;Male;EC;H;Product3;2012;1;Cash;2
7892;32;English;2;Female;EC;I;Product6;2012;0;Cash;2
7901;32;English;3;Female;EC;;Product3;2011;0;Cash;6
7920;32;English;2;Male;EC;G;Product3;2011;1;Cash;2
7936;32;English;2;Female;EC;H;Product3;2011;1;Cash;2
7951;32;English;3;Female;EC;;Product3;2013;0;Cash;6
7965;32;English;2;Female;EC;G;Product6;2010;1;Cash;2
8034;33;English;1;Male;EC;B;Product1;2002;1;Cash;2
8040;33;English;3;Male;EC;F;Product1;2011;1;Cash;2
8065;33;English;3;Male;EC;H;Product3;2012;1;Debit;5
8071;33;English;3;Male;EC;C;Product3;2011;1;Cash;6
8082;33;English;2;Female;EC;G;Product3;2013;1;Cash;2
8110;33;English;2;Male;EC;F;Product3;2011;1;Cash;2
8113;33;English;3;Male;EC;C;Product1;2008;0;Debit;4
8118;33;English;3;Female;EC;I;Product5;2012;1;Cash;2
8128;33;English;3;Male;EC;C;Product1;2007;0;Debit;4
8131;33;English;3;Female;EC;;Product10;2013;1;Cash;4
8134;33;English;3;Male;EC;;Product1;2013;0;Cash;4
8143;33;English;3;Male;EC;F;Product1;2008;0;Debit;4
8149;33;English;2;Female;EC;G;Product6;2012;1;Cash;2
8176;33;English;3;Male;EC;;Product3;2013;1;Cash;6
8190;33;English;3;Female;EC;;Product3;2013;0;Cash;6
8192;33;English;3;Female;EC;H;Product1;2012;0;Debit;2
8194;33;English;2;Male;EC;B;Product1;2006;0;Debit;5
8195;33;English;2;Male;EC;G;Product3;2013;0;Cash;6
8227;33;English;2;Male;EC;;Product3;2013;1;Cash;6
8235;33;English;2;Female;EC;G;Product3;2007;1;Cash;2
8242;33;English;3;Male;EC;D;Product1;2013;0;Debit;4
8268;33;English;2;Male;EC;D;Product1;2008;0;Debit;5
8277;33;English;3;Male;EC;E;Product1;2007;0;Cash;4
8278;33;English;2;Female;EC;D;Product3;2008;0;Debit;5
8297;33;English;3;Male;EC;D;Product3;2008;0;Debit;5
8325;33;English;3;Male;EC;B;Product1;1996;1;Cash;4
8350;33;English;3;Male;EC;I;Product6;2012;0;Cash;2
8361;33;English;2;Female;EC;C;Product3;2008;1;Debit;5
8378;33;English;2;Male;EC;E;Product3;2011;0;Cash;6
8384;33;English;3;Female;EC;H;Product1;2013;0;Cash;2
8422;33;English;3;Male;EC;B;Product3;2011;1;Cash;6
8452;33;English;2;Female;EC;B;Product3;2010;1;Cash;6
8475;33;English;2;Male;EC;F;Product3;2010;0;Debit;5
8504;33;English;4;Female;EC;;Product3;2013;0;Cash;6
8549;33;English;2;Male;EC;E;Product6;2012;1;Cash;6
8577;33;English;3;Female;EC;C;Product3;2009;1;Cash;2
8579;33;English;3;Female;EC;A;Product3;2013;1;Debit;5
8593;33;English;3;Male;EC;;Null;2013;1;Cash;6
8606;33;English;3;Male;EC;C;Product1;2007;0;Debit;4
8608;33;English;3;Female;EC;D;Product3;2009;1;Cash;6
8621;33;English;2;Male;EC;;Product3;2013;0;Cash;6
8666;33;English;2;Female;EC;;Product6;2011;1;Cash;6
8667;33;English;2;Female;EC;H;Product3;2012;1;Cash;2
8673;33;English;2;Male;EC;;Null;2008;0;Cash;6
8682;33;English;2;Female;EC;C;Product3;2009;0;Cash;6
8700;33;English;3;Male;EC;C;Product1;2010;0;Debit;4
8721;33;English;2;Female;EC;C;Product3;2008;0;Debit;5
8729;33;English;2;Male;EC;C;Product1;2007;0;Debit;5
8737;33;English;2;Female;EC;H;Product3;2012;1;Cash;2
8783;33;English;3;Female;EC;H;Product1;2012;1;Cash;2
8784;33;English;2;Female;EC;;Null;2013;0;Cash;6
8786;33;English;2;Female;EC;H;Product6;2009;1;Cash;2
8789;33;English;2;Male;EC;;Product3;2013;0;Cash;6
8792;33;English;2;Female;EC;;Product3;2013;0;Cash;6
8807;33;English;2;Male;EC;G;Product6;2010;1;Cash;2
8813;33;English;2;Male;EC;I;Product3;2013;1;Cash;2
8831;33;English;3;Female;EC;C;Product1;2009;0;Debit;4
8851;33;Afrikaans;3;Male;EC;;Product1;2010;0;Debit;1
8853;33;English;2;Male;EC;A;Product1;2008;1;Debit;4
8868;33;English;2;Male;EC;G;Product3;2010;0;Debit;5
8870;33;English;2;Male;EC;;Product3;2013;0;Debit;5
8901;33;Afrikaans;3;Male;EC;I;Product6;2010;0;Cash;2
8928;33;English;3;Female;EC;;Product1;2007;0;Debit;4
8943;33;English;3;Male;EC;G;Product3;2012;0;Cash;2
8959;33;English;2;Male;EC;H;Product6;2012;0;Cash;2
8985;33;English;3;Male;EC;E;Product5;2009;1;Cash;6
9006;33;English;2;Female;EC;;Product3;2013;0;Cash;6
9011;33;English;2;Female;EC;H;Product3;2008;1;Cash;2
9032;33;English;2;Male;EC;A;Product1;2012;1;Cash;6
9046;33;English;3;Male;EC;F;Product1;2010;1;Cash;2
9066;34;English;3;Female;EC;D;Product10;2009;0;Cash;4
9089;34;English;3;Male;EC;D;Product1;2001;1;Cash;4
9113;34;English;3;Male;EC;A;Product1;2005;0;Cash;4
9115;34;English;2;Female;EC;;Product3;2010;1;Cash;6
9129;34;English;2;Male;EC;H;Product3;2013;1;Cash;2
9160;34;English;2;Male;EC;A;Product1;2007;0;Cash;6
9161;34;English;2;Female;EC;H;Product5;2011;0;Debit;5
9176;34;English;2;Female;EC;;Product3;2013;0;Cash;6
9184;34;English;1;Male;EC;F;Product1;2007;0;Cash;2
9197;34;English;3;Female;EC;A;Product1;2006;0;Cash;4
9225;34;English;3;Female;EC;H;Product3;2010;1;Debit;2
9278;34;English;2;Female;EC;I;Product3;2012;1;Cash;2
9279;34;English;3;Female;EC;H;Product3;2009;0;Cash;2
9293;34;English;2;Female;EC;G;Product3;2011;0;Cash;2
9349;34;English;2;Male;EC;I;Product1;2009;1;Cash;2
9354;34;English;2;Male;EC;;Product3;2010;1;Cash;6
9363;34;English;3;Female;EC;D;Product1;2008;0;Debit;4
9394;34;English;2;Male;EC;;Product3;2013;0;Cash;6
9424;34;English;3;Female;EC;H;Product3;2012;1;Cash;2
9441;34;English;2;Female;EC;;Product3;2013;0;Cash;6
9444;34;Afrikaans;3;Female;EC;D;Product1;2011;1;Cash;1
9459;34;English;2;Male;EC;H;Product5;2012;1;Cash;2
9462;34;English;2;Female;EC;;Product3;2009;1;Cash;6
9464;34;English;3;Female;EC;;Product10;2011;1;Cash;4
9465;34;English;2;Male;EC;I;Product6;2012;1;Cash;2
9490;34;English;2;Female;EC;G;Product3;2010;1;Cash;2
9511;34;English;2;Male;EC;H;Product3;2011;1;Cash;2
9524;34;English;3;Male;EC;;Product3;2013;0;Cash;6
9530;34;English;3;Female;EC;D;Product3;2007;1;Cash;2
9531;34;English;2;Male;EC;A;Product1;2005;0;Debit;4
9533;34;English;2;Female;EC;F;Product1;2010;1;Debit;2
9536;34;Afrikaans;3;Female;EC;;Product3;2013;0;Cash;6
9561;34;English;2;Female;EC;C;Product1;2008;0;Debit;5
9564;34;English;2;Female;EC;C;Product3;2012;1;Cash;2
9580;34;English;3;Male;EC;F;Product1;2000;0;Cash;4
9614;34;English;2;Female;EC;;Product3;2009;1;Cash;6
9635;34;English;3;Male;EC;E;Product3;2009;1;Cash;2
9652;34;English;3;Female;EC;G;Product3;2011;1;Cash;2
9654;34;Afrikaans;3;Male;EC;E;Product6;2007;1;Cash;1
9672;34;English;2;Female;EC;G;Product3;2012;0;Cash;2
9714;34;English;2;Male;EC;;Product6;2011;0;Cash;6
9719;34;English;2;Male;EC;E;Product3;2012;1;Cash;6
9727;34;English;2;Female;EC;;Product3;2009;1;Cash;6
9728;34;English;2;Female;EC;H;Product6;2011;1;Cash;2
9732;34;English;2;Male;EC;F;Product3;2012;0;Cash;6
9744;34;English;3;Female;EC;H;Product6;2012;0;Cash;2
9761;34;Afrikaans;3;Male;EC;C;Product10;2004;0;Debit;1
9774;34;English;3;Male;EC;E;Product6;2005;1;Cash;2
9804;34;English;2;Male;EC;G;Product3;2009;0;Cash;6
9809;34;English;3;Male;EC;B;Product1;1994;0;Cash;7
9812;34;English;3;Male;EC;C;Product1;2005;0;Debit;4
9828;34;English;2;Male;EC;G;Product3;2011;0;Debit;5
9845;34;English;3;Male;EC;A;Product1;2004;1;Cash;4
9859;34;English;3;Female;EC;C;Product3;2007;1;Cash;6
9872;34;English;2;Female;EC;C;Product6;2008;1;Cash;2
9879;34;English;3;Female;EC;;Product4;2013;0;Cash;6
9881;34;English;2;Female;EC;;Product3;2013;1;Cash;6
9884;34;English;2;Female;EC;C;Product3;2011;1;Cash;2
9912;34;English;3;Male;EC;;Product1;2013;0;Debit;4
9918;34;English;3;Male;EC;;Null;2013;0;Cash;6
9968;34;English;2;Male;EC;D;Product1;2010;1;Cash;4
9975;34;English;3;Male;EC;G;Product1;2005;1;Cash;4
10008;34;Afrikaans;3;Female;EC;;Product3;2013;1;Cash;6
10011;34;English;2;Female;EC;;Product3;2013;0;Debit;6
10043;34;English;2;Male;EC;B;Product1;2009;1;Debit;5
10070;34;English;3;Male;EC;G;Product3;2012;0;Cash;2
10075;34;Afrikaans;3;Male;EC;H;Product6;2011;1;Cash;1
10089;34;English;3;Male;EC;A;Product3;2004;0;Cash;6
10105;35;English;2;Female;EC;;Product6;2013;0;Cash;6
10114;35;English;3;Female;EC;H;Product3;2011;0;Cash;2
10164;35;English;2;Male;EC;H;Product3;2011;1;Cash;2
10176;35;English;2;Female;EC;;Product3;2013;0;Cash;6
10187;35;English;2;Female;EC;G;Product3;2011;0;Debit;5
10210;35;English;3;Male;EC;I;Product3;2008;1;Cash;2
10215;35;English;2;Female;EC;;Product3;2010;1;Cash;6
10216;35;English;3;Male;EC;G;Product6;2010;0;Cash;2
10255;35;English;2;Female;EC;G;Product6;2012;1;Debit;5
10261;35;English;2;Male;EC;G;Product3;2008;1;Cash;6
10266;35;English;2;Male;EC;;Product3;2013;0;Cash;6
10268;35;English;2;Female;EC;H;Product6;2012;0;Cash;2
10287;35;English;2;Female;EC;H;Product3;2010;1;Cash;2
10301;35;English;1;Female;EC;;Product5;2010;1;Cash;6
10316;35;English;2;Female;EC;I;Product6;2012;0;Cash;2
10337;35;English;2;Male;EC;;Product3;2013;1;Cash;6
10357;35;English;2;Male;EC;C;Product1;2009;1;Cash;4
10368;35;English;3;Female;EC;G;Product1;2001;0;Cash;2
10375;35;English;3;Male;EC;B;Product1;2006;1;Cash;4
10377;35;English;2;Male;EC;;Product3;2013;0;Cash;6
10396;35;English;2;Male;EC;E;Product3;2010;1;Cash;6
10409;35;English;2;Female;EC;B;Product3;2009;0;Debit;5
10412;35;English;3;Male;EC;B;Product1;2008;0;Debit;4
10433;35;English;3;Male;EC;I;Product3;2011;1;Cash;2
10434;35;Afrikaans;3;Male;EC;B;Product1;1997;0;Cash;1
10436;35;English;3;Female;EC;H;Product1;2012;1;Cash;2
10459;35;English;2;Male;EC;H;Product6;2007;1;Cash;2
10477;35;English;3;Female;EC;;Product6;2013;0;Cash;6
10486;35;English;3;Male;EC;D;Product1;2008;1;Cash;4
10522;35;English;2;Male;EC;I;Product6;2010;0;Cash;2
10523;35;English;2;Female;EC;A;Product1;2005;0;Debit;4
10524;35;English;3;Female;EC;H;Product3;2012;1;Cash;2
10537;35;English;2;Male;EC;I;Product3;2009;1;Cash;2
10574;35;English;2;Female;EC;G;Product3;2010;1;Cash;2
10622;35;English;2;Male;EC;G;Product3;2006;1;Cash;2
10644;35;Afrikaans;2;Male;EC;G;Product6;2012;1;Cash;2
10645;35;English;3;Male;EC;I;Product6;2011;1;Cash;2
10680;35;Afrikaans;3;Male;EC;F;Product3;2007;1;Cash;1
10689;35;English;3;Male;EC;;Product6;2013;1;Cash;6
10706;35;English;2;Female;EC;H;Null;2010;0;Debit;5
10727;35;English;2;Male;EC;D;Product3;2010;1;Cash;2
10733;35;Afrikaans;3;Male;EC;C;Product1;2003;0;Cash;1
10768;35;English;3;Male;EC;D;Product6;2010;0;Cash;6
10776;35;English;2;Female;EC;H;Product3;2009;1;Cash;2
10781;35;English;2;Female;EC;G;Product3;2011;1;Cash;2
10789;35;English;3;Female;EC;;Product3;2011;0;Cash;6
10846;35;English;2;Male;EC;;Product3;2013;1;Cash;6
10852;35;English;2;Male;EC;H;Product5;2012;0;Cash;2
10882;35;English;2;Male;EC;D;Product1;2010;0;Debit;5
10895;35;English;2;Female;EC;I;Product3;2008;1;Cash;2
10911;35;English;2;Male;EC;C;Product3;2012;0;Cash;6
10937;35;English;2;Female;EC;I;Product3;2013;1;Cash;2
10946;35;English;3;Female;EC;A;Product1;2008;1;Cash;4
10959;35;English;3;Male;EC;D;Product3;2012;0;Debit;5
10974;35;English;3;Female;EC;I;Product10;2010;1;Cash;2
10982;35;English;2;Male;EC;A;Product1;2005;1;Cash;4
11030;35;English;3;Male;EC;;Product1;2008;0;Debit;4
11128;35;Afrikaans;3;Male;EC;C;Product1;2008;0;Debit;1
11166;36;English;2;Male;EC;D;Product3;2011;0;Cash;6
11187;36;English;3;Male;EC;C;Product3;2011;1;Debit;5
11200;36;English;2;Female;EC;E;Product3;2010;1;Debit;5
11222;36;English;2;Female;EC;F;Product3;2009;1;Cash;2
11225;36;English;3;Male;EC;F;Null;2012;0;Debit;5
11231;36;English;2;Male;EC;;Null;2008;1;Cash;6
11268;36;English;2;Female;EC;D;Product6;2012;1;Cash;2
11305;36;English;3;Male;EC;D;Product1;2009;1;Cash;4
11308;36;English;2;Female;EC;H;Product3;2010;1;Cash;2
11330;36;English;2;Female;EC;D;Product1;2009;0;Debit;5
11339;36;English;2;Female;EC;E;Product10;2010;1;Cash;2
11347;36;English;2;Female;EC;H;Product6;2012;1;Cash;2
11359;36;English;2;Male;EC;G;Product3;2010;1;Cash;2
11387;36;English;3;Male;EC;C;Product1;2007;0;Debit;4
11412;36;English;2;Male;EC;B;Product3;2008;0;Cash;6
11415;36;English;2;Male;EC;I;Product3;2012;1;Cash;2
11417;36;English;2;Male;EC;I;Product3;2008;1;Cash;2
11434;36;English;3;Female;EC;B;Product1;2008;0;Debit;4
11442;36;Afrikaans;3;Female;EC;C;Product1;2002;1;Cash;1
11445;36;English;3;Male;EC;I;Product3;2010;1;Cash;2
11449;36;English;3;Male;EC;I;Product3;2013;0;Cash;2
11478;36;English;3;Male;EC;C;Product1;2011;0;Cash;4
11496;36;English;2;Male;EC;;Product3;2010;1;Cash;6
11511;36;English;2;Female;EC;G;Product3;2012;0;Cash;2
11517;36;English;2;Male;EC;H;Product1;2010;0;Debit;5
11521;36;Afrikaans;3;Female;EC;E;Product1;2008;0;Debit;1
11527;36;English;3;Female;EC;I;Product6;2008;1;Cash;2
11528;36;English;2;Female;EC;I;Product3;2012;1;Cash;2
11537;36;English;2;Female;EC;I;Product6;2011;0;Cash;2
11555;36;English;2;Male;EC;H;Product3;2011;0;Debit;2
11565;36;English;2;Male;EC;;Product3;2007;1;Cash;6
11566;36;English;2;Male;EC;;Product3;2013;0;Cash;6
11585;36;English;2;Male;EC;I;Product1;2009;1;Cash;2
11590;36;English;2;Male;EC;E;Product3;2004;1;Cash;2
11594;36;English;3;Male;EC;A;Product1;2001;1;Cash;4
11619;36;English;2;Male;EC;H;Product3;2013;0;Debit;5
11637;36;English;2;Female;EC;;Product3;2010;1;Cash;6
11640;36;English;3;Male;EC;I;Product1;2008;0;Debit;2
11681;36;English;3;Male;EC;A;Product1;2007;0;Debit;4
11721;36;English;2;Male;EC;A;Product3;2009;0;Debit;5
11730;36;Afrikaans;3;Male;EC;B;Product1;2007;0;Debit;1
11734;36;English;2;Male;EC;D;Product3;2010;0;Debit;5
11735;36;English;3;Male;EC;A;Product1;2005;0;Debit;4
11752;36;English;2;Female;EC;H;Product3;2010;1;Cash;2
11767;36;English;1;Male;EC;A;Product3;2007;1;Cash;6
11769;36;English;2;Male;EC;D;Product6;2010;0;Cash;6
11794;36;English;2;Male;EC;G;Product3;2011;1;Debit;5
11811;36;English;2;Female;EC;G;Product3;2011;1;Cash;2
11819;36;English;3;Male;EC;;Product5;2013;0;Debit;5
11823;36;English;3;Male;EC;B;Product1;1997;0;Debit;4
11864;36;English;2;Male;EC;G;Product6;2011;1;Cash;2
11881;36;English;3;Male;EC;I;Product3;2010;1;Cash;2
11883;36;English;3;Female;EC;B;Product1;2011;0;Debit;4
11891;36;English;3;Female;EC;H;Product3;2010;0;Cash;2
11916;36;English;3;Female;EC;H;Product1;1996;1;Cash;7
11919;36;English;2;Female;EC;;Product3;2013;0;Cash;6
11930;36;English;3;Female;EC;C;Product1;2011;1;Cash;4
11950;36;English;2;Female;EC;;Product6;2013;0;Cash;6
11951;36;English;2;Male;EC;E;Product3;2010;0;Debit;5
11953;36;English;2;Female;EC;;Product3;2013;0;Cash;6
11960;36;English;3;Male;EC;H;Product3;2010;1;Cash;2
11993;36;English;3;Male;EC;I;Product3;2013;0;Cash;2
11998;36;English;3;Male;EC;B;Product6;2007;1;Cash;6
12023;36;English;2;Male;EC;;Product3;2009;1;Cash;6
12030;36;Afrikaans;3;Male;EC;B;Product1;1989;0;Debit;1
12031;36;English;3;Male;EC;F;Product3;2011;1;Cash;2
12036;36;English;2;Male;EC;H;Product3;2012;0;Debit;2
12042;36;English;2;Female;EC;H;Product1;2012;1;Cash;2
12066;36;English;3;Male;EC;;Product3;2013;0;Cash;6
12068;36;English;3;Female;EC;C;Product3;2011;0;Cash;6
12073;36;English;2;Male;EC;G;Product3;2012;0;Cash;2
12108;36;English;3;Male;EC;C;Product1;2006;1;Cash;4
12131;36;English;3;Male;EC;D;Product1;2012;0;Debit;4
12168;37;English;2;Male;EC;A;Product3;2012;1;Cash;6
12180;37;English;3;Female;EC;C;Product3;2012;1;Debit;5
12212;37;English;3;Female;EC;C;Product1;2002;0;Debit;4
12219;37;English;2;Female;EC;F;Product10;2010;0;Cash;2
12220;37;English;1;Male;EC;F;Product3;2012;1;Cash;2
12222;37;English;2;Male;EC;E;Product1;2010;1;Cash;4
12240;37;English;3;Female;EC;C;Product1;2008;0;Debit;4
12247;37;English;2;Male;EC;C;Product3;2012;1;Cash;6
12279;37;English;3;Male;EC;E;Product10;2012;0;Cash;4
12346;37;English;2;Male;EC;;Product1;2009;1;Cash;6
12347;37;English;3;Male;EC;B;Product3;2011;0;Debit;5
12353;37;English;2;Female;EC;;Product3;2013;1;Cash;6
12363;37;English;2;Male;EC;G;Product3;2012;0;Cash;2
12385;37;Afrikaans;3;Male;EC;C;Product1;2000;0;Cash;1
12452;37;English;2;Male;EC;F;Product1;2010;1;Debit;5
12492;37;English;2;Male;EC;;Product3;2010;1;Cash;6
12530;37;English;2;Female;EC;D;Product3;2010;0;Cash;6
12531;37;English;2;Female;EC;G;Product3;2013;1;Cash;2
12566;37;English;2;Male;EC;A;Product10;2009;1;Cash;4
12580;37;English;2;Male;EC;D;Product1;2009;1;Cash;4
12596;37;English;3;Female;EC;G;Product3;2012;1;Cash;2
12631;37;English;2;Male;EC;;Product3;2010;1;Cash;6
12653;37;English;2;Female;EC;I;Product6;2012;0;Cash;2
12655;37;English;2;Female;EC;I;Product3;2009;0;Cash;2
12675;37;English;2;Female;EC;G;Product3;2011;1;Cash;2
12684;37;English;2;Female;EC;D;Product3;2008;1;Cash;2
12704;37;English;3;Male;EC;C;Product1;2011;0;Cash;4
12712;37;English;2;Female;EC;;Product3;2013;0;Cash;6
12735;37;English;2;Male;EC;F;Product1;1997;1;Cash;7
12741;37;English;3;Male;EC;A;Product1;2008;1;Debit;4
12747;37;English;2;Female;EC;H;Product1;2007;1;Cash;2
12751;37;English;2;Female;EC;;Product3;2013;0;Cash;6
12757;37;English;2;Female;EC;H;Product3;2009;1;Cash;2
12790;37;English;3;Male;EC;B;Product1;2007;1;Cash;4
12802;37;English;3;Male;EC;A;Product1;2006;0;Debit;4
12807;37;English;3;Male;EC;E;Product1;2006;0;Cash;4
12809;37;English;3;Female;EC;D;Product3;2011;0;Cash;6
12810;37;English;2;Female;EC;G;Product3;2012;1;Cash;2
12815;37;English;2;Female;EC;H;Product3;2010;1;Cash;2
12823;37;English;3;Female;EC;;Null;2013;0;Cash;6
12832;37;English;2;Female;EC;;Product1;2013;1;Cash;6
12869;37;English;3;Female;EC;G;Product3;2012;0;Cash;2
12872;37;English;3;Female;EC;F;Product1;2006;1;Cash;2
12902;37;English;2;Male;EC;H;Product3;2009;0;Cash;2
12920;37;English;3;Female;EC;G;Product3;2011;0;Debit;5
12925;37;English;2;Male;EC;G;Product3;2011;1;Cash;2
12937;37;English;3;Male;EC;D;Product1;2012;0;Debit;4
12944;37;English;4;Female;EC;;Product6;2013;0;Cash;6
12973;37;English;3;Female;EC;;Product3;2009;1;Cash;6
12987;37;English;3;Male;EC;D;Product3;2011;0;Cash;6
13046;37;English;1;Female;EC;I;Product3;2009;0;Cash;2
13085;37;English;2;Male;EC;C;Product1;2006;1;Cash;4
13100;37;English;3;Male;EC;A;Product1;2012;0;Debit;4
13116;37;English;3;Female;EC;C;Product10;2012;1;Debit;4
13138;37;Afrikaans;3;Female;EC;C;Product1;2006;0;Debit;1
13148;37;English;2;Female;EC;;Product6;2013;1;Cash;6
13151;37;English;3;Male;EC;H;Product6;2011;1;Cash;2
13153;37;English;3;Female;EC;H;Product3;2012;1;Cash;2
13157;37;English;2;Female;EC;G;Product3;2012;1;Cash;2
13186;37;English;2;Male;EC;;Product5;2013;0;Cash;6
13202;37;English;2;Female;EC;D;Product3;2012;1;Cash;2
13208;37;English;2;Female;EC;D;Product1;2005;1;Cash;2
13218;38;Afrikaans;3;Male;EC;B;Product1;2004;0;Debit;1
13245;38;English;3;Male;EC;F;Product3;2013;0;Cash;2
13247;38;English;2;Male;EC;;Null;2013;0;Cash;6
13252;38;English;3;Male;EC;C;Product3;1999;0;Cash;6
13276;38;English;2;Female;EC;E;Product3;2010;1;Cash;2
13290;38;English;3;Female;EC;;Product3;2013;0;Cash;6
13291;38;Afrikaans;3;Male;EC;B;Product1;1998;0;Debit;1
13314;38;English;3;Female;EC;;Product6;2009;1;Cash;6
13337;38;English;3;Male;EC;F;Product3;2006;1;Cash;6
13340;38;English;3;Male;EC;C;Product3;2004;0;Debit;5
13345;38;English;3;Male;EC;E;Product1;2007;1;Debit;4
13363;38;English;2;Female;EC;;Product6;2013;0;Cash;6
13373;38;English;3;Male;EC;B;Product1;1997;1;Cash;4
13387;38;English;2;Male;EC;F;Product3;2010;0;Cash;2
13389;38;English;2;Female;EC;H;Product3;2011;1;Cash;2
13405;38;English;3;Male;EC;F;Product1;2005;0;Debit;4
13451;38;English;3;Female;EC;;Product1;2008;1;Cash;4
13492;38;English;2;Male;EC;F;Product3;2011;1;Debit;5
13496;38;English;2;Male;EC;;Product6;2007;1;Cash;6
13520;38;English;2;Male;EC;C;Product3;2009;1;Cash;6
13525;38;English;2;Female;EC;I;Product6;2012;0;Cash;2
13531;38;English;3;Male;EC;D;Product3;2005;1;Cash;6
13541;38;English;2;Female;EC;;Product5;2012;1;Cash;6
13593;38;English;2;Female;EC;H;Product6;2012;0;Cash;2
13660;38;Afrikaans;3;Male;EC;F;Product1;2008;1;Cash;1
13690;38;English;3;Female;EC;D;Product10;2012;0;Cash;4
13707;38;Afrikaans;3;Female;EC;C;Product10;1998;0;Debit;1
13712;38;English;2;Male;EC;D;Product3;2008;1;Cash;2
13721;38;English;3;Female;EC;G;Product1;2012;1;Cash;4
13750;38;English;2;Female;EC;H;Product6;2013;0;Cash;2
13755;38;English;3;Female;EC;H;Product1;2009;0;Debit;4
13756;38;English;2;Male;EC;;Product5;2013;0;Cash;6
13757;38;English;3;Male;EC;E;Product3;2011;1;Cash;2
13761;38;English;2;Female;EC;G;Product3;2012;1;Cash;2
13763;38;English;3;Male;EC;G;Product1;2009;1;Cash;4
13785;38;English;2;Male;EC;C;Product3;2008;0;Debit;5
13797;38;English;2;Female;EC;C;Product1;2010;1;Cash;2
13812;38;English;3;Female;EC;I;Product6;2011;0;Cash;2
13834;38;English;2;Female;EC;C;Product3;2009;0;Debit;5
13836;38;English;3;Female;EC;A;Product1;2004;0;Debit;4
13855;38;English;3;Male;EC;;Product3;2010;1;Cash;6
13881;38;English;2;Female;EC;H;Product3;2011;0;Cash;2
13887;38;English;2;Male;EC;A;Product1;2006;1;Cash;2
13910;38;Afrikaans;3;Female;EC;;Product3;2011;1;Debit;1
13916;38;English;2;Male;EC;C;Product3;2006;1;Cash;2
13920;38;English;2;Male;EC;H;Product3;2012;1;Cash;2
13934;38;English;3;Male;EC;I;Product1;2010;1;Cash;2
13968;38;English;3;Female;EC;G;Product3;2011;0;Cash;2
13990;38;English;3;Male;EC;C;Product3;2007;1;Cash;2
14010;38;English;2;Male;EC;F;Product3;2011;1;Cash;2
14032;38;English;2;Male;EC;A;Product6;2012;1;Cash;6
14036;38;Afrikaans;3;Female;EC;D;Product1;1997;0;Cash;1
14043;38;English;2;Female;EC;D;Product6;2009;1;Cash;6
14046;38;English;3;Male;EC;H;Product3;2000;1;Cash;2
14072;38;English;2;Male;EC;H;Product3;2012;1;Cash;2
14092;38;English;3;Female;EC;;Product6;2013;1;Cash;6
14095;38;English;3;Male;EC;C;Product1;2000;0;Debit;7
14101;38;English;3;Male;EC;E;Product1;2001;1;Cash;4
14106;38;English;2;Female;EC;G;Product3;2010;1;Cash;6
14109;38;English;3;Male;EC;F;Product3;2009;1;Cash;2
14112;38;English;2;Male;EC;I;Product3;2012;1;Cash;2
14136;38;English;3;Male;EC;C;Product3;2008;0;Debit;5
14143;38;English;2;Female;EC;C;Product3;2010;1;Cash;6
14149;38;English;3;Female;EC;E;Product3;2011;1;Cash;6
14171;38;English;3;Female;EC;;Product1;2013;0;Debit;4
14231;38;English;2;Male;EC;D;Product3;2012;1;Debit;5
